customer_id,country,customer_age,account_age_days
CUST_00911,Netherlands,69,1183
CUST_00912,France,28,1048
CUST_00913,Spain,50,1209
CUST_00914,France,55,1127
CUST_00915,Netherlands,28,1395
CUST_00916,France,44,1143
CUST_00917,France,50,484
CUST_00918,Belgium,38,741
CUST_00919,Italy,56,1009
CUST_00920,Germany,48,1385
CUST_00921,Italy,55,768
CUST_00922,Netherlands,63,1006
CUST_00923,Italy,19,1401
CUST_00924,Italy,44,262
CUST_00925,France,53,1053
CUST_00926,Germany,28,131
CUST_00927,France,64,982
CUST_00928,Netherlands,35,510
CUST_00929,Spain,18,1267
CUST_00930,France,52,137
CUST_00931,Germany,52,1218
CUST_00932,Italy,48,1002
CUST_00933,Belgium,45,733
CUST_00934,Netherlands,56,364
CUST_00935,Germany,18,115
CUST_00936,France,42,763
CUST_00937,Germany,60,904
CUST_00938,Belgium,55,1477
CUST_00939,Germany,37,393
CUST_00940,Netherlands,20,89
CUST_00941,France,68,1303
CUST_00942,Netherlands,19,589
CUST_00943,Spain,35,146
CUST_00944,Italy,61,903
CUST_00945,Germany,27,944
CUST_00946,Germany,22,997
CUST_00947,Germany,26,1028
CUST_00948,Belgium,19,73
CUST_00949,Italy,51,538
CUST_00950,Netherlands,55,1218
CUST_00951,Spain,48,1421
CUST_00952,Spain,27,1345
CUST_00953,Germany,67,878
CUST_00954,Belgium,29,946
CUST_00955,France,53,927
CUST_00956,France,38,828
CUST_00957,Netherlands,66,905
CUST_00958,Germany,64,315
CUST_00959,Germany,23,1257
CUST_00960,Spain,65,713
CUST_00961,Germany,66,848
CUST_00962,Spain,20,150
CUST_00963,Germany,27,974
CUST_00964,France,22,1047
CUST_00965,France,63,1241
CUST_00966,France,43,936
CUST_00967,Spain,38,42
CUST_00968,France,62,632
CUST_00969,Netherlands,43,229
CUST_00970,Netherlands,55,615
CUST_00971,Spain,61,477
CUST_00972,Belgium,43,870
CUST_00973,Spain,25,1124
CUST_00974,Germany,22,619
CUST_00975,Germany,32,1183
CUST_00976,France,33,918
CUST_00977,Netherlands,18,72
CUST_00978,Germany,33,549
CUST_00979,Netherlands,54,1066
CUST_00980,Netherlands,20,754
CUST_00981,France,69,652
CUST_00982,Italy,64,1017
CUST_00983,Germany,48,832
CUST_00984,Germany,30,564
CUST_00985,Spain,33,331
CUST_00986,Netherlands,60,556
CUST_00987,Spain,38,1168
CUST_00988,France,19,489
CUST_00989,Germany,44,861
CUST_00990,Italy,55,534
CUST_00991,Italy,43,1361
CUST_00992,Spain,55,961
CUST_00993,France,63,354
CUST_00994,Netherlands,42,608
CUST_00995,France,28,790
CUST_00996,Germany,25,1228
CUST_00997,Belgium,25,880
CUST_00998,Germany,50,1225
CUST_00999,Belgium,24,989
CUST_01000,France,55,531
CUST_01001,Germany,38,363
CUST_01002,Netherlands,25,313
CUST_01003,Italy,68,504
CUST_01004,Spain,38,1107
CUST_01005,Italy,37,1473
CUST_01006,Spain,25,661
CUST_01007,Spain,63,732
CUST_01008,Italy,48,438
CUST_01009,Germany,67,1011
CUST_01010,Netherlands,46,1357
CUST_01011,Germany,65,588
CUST_01012,Belgium,26,251
CUST_01013,Belgium,32,187
CUST_01014,Germany,47,377
CUST_01015,Spain,43,1212
CUST_01016,Belgium,27,918
CUST_01017,Germany,46,951
CUST_01018,Netherlands,33,1288
CUST_01019,Belgium,53,691
CUST_01020,Germany,37,434
CUST_01021,Spain,62,1310
CUST_01022,France,54,706
CUST_01023,Belgium,39,618
CUST_01024,Belgium,24,587
CUST_01025,Belgium,40,934
CUST_01026,Netherlands,58,1100
CUST_01027,Italy,57,1266
CUST_01028,Italy,46,508
CUST_01029,France,33,516
CUST_01030,Italy,55,595
CUST_01031,Germany,45,1395
CUST_01032,Netherlands,65,553
CUST_01033,Germany,55,733
CUST_01034,Germany,48,1059
CUST_01035,Germany,31,850
CUST_01036,Spain,50,1197
CUST_01037,France,26,887
CUST_01038,Spain,44,1314
CUST_01039,Germany,41,614
CUST_01040,France,30,715
CUST_01041,Netherlands,43,261
CUST_01042,Italy,46,299
CUST_01043,France,68,969
CUST_01044,Spain,66,903
CUST_01045,Italy,60,1275
CUST_01046,Spain,45,81
CUST_01047,Germany,45,145
CUST_01048,Germany,25,567
CUST_01049,Italy,40,570
CUST_01050,Germany,46,1072
CUST_01051,Italy,22,844
CUST_01052,Netherlands,59,1445
CUST_01053,Belgium,24,820
CUST_01054,Italy,59,647
CUST_01055,Belgium,53,448
CUST_01056,France,58,338
CUST_01057,Italy,44,893
CUST_01058,France,63,215
CUST_01059,Netherlands,19,290
CUST_01060,Spain,42,1326
CUST_01061,Italy,26,189
CUST_01062,Belgium,44,899
CUST_01063,Italy,18,791
CUST_01064,France,40,253
CUST_01065,France,27,1309
CUST_01066,Spain,59,209
CUST_01067,Germany,69,49
CUST_01068,Germany,42,661
CUST_01069,France,20,1263
CUST_01070,France,23,87
CUST_01071,France,23,1146
CUST_01072,Germany,19,1274
CUST_01073,Germany,35,752
CUST_01074,Germany,40,1285
CUST_01075,Belgium,19,1417
CUST_01076,France,29,644
CUST_01077,France,39,591
CUST_01078,Spain,54,403
CUST_01079,Germany,37,651
CUST_01080,Belgium,56,117
CUST_01081,Italy,41,1073
CUST_01082,Germany,65,1043
CUST_01083,France,37,43
CUST_01084,Italy,18,162
CUST_01085,Belgium,18,1087
CUST_01086,Netherlands,34,921
CUST_01087,Spain,18,1261
CUST_01088,Germany,69,1252
CUST_01089,Belgium,62,621
CUST_01090,Germany,47,612
CUST_01091,Belgium,58,1208
CUST_01092,Spain,64,1131
CUST_01093,Spain,20,1225
CUST_01094,Netherlands,63,318
CUST_01095,Germany,28,1042
CUST_01096,Germany,41,908
CUST_01097,Germany,39,1473
CUST_01098,Germany,61,36
CUST_01099,Italy,62,1213
CUST_01100,France,43,269
CUST_01101,Germany,30,1476
CUST_01102,Belgium,18,565
CUST_01103,Italy,41,99
CUST_01104,Belgium,27,245
CUST_01105,Belgium,52,1157
CUST_01106,Germany,41,1107
CUST_01107,France,45,835
CUST_01108,Italy,53,359
CUST_01109,Spain,33,877
CUST_01110,Germany,57,1256
CUST_01111,Italy,33,1341
CUST_01112,Germany,34,74
CUST_01113,Germany,68,858
CUST_01114,Netherlands,32,227
CUST_01115,Netherlands,33,1269
CUST_01116,Netherlands,32,1362
CUST_01117,Germany,51,925
CUST_01118,Italy,28,1488
CUST_01119,France,18,361
CUST_01120,Germany,32,725
CUST_01121,Italy,43,56
CUST_01122,Belgium,68,1219
CUST_01123,Italy,21,347
CUST_01124,Italy,60,1327
CUST_01125,Spain,22,1436
CUST_01126,Netherlands,52,394
CUST_01127,Germany,30,1156
CUST_01128,France,27,989
CUST_01129,France,28,402
CUST_01130,France,35,274
CUST_01131,Spain,51,1222
CUST_01132,Netherlands,56,1471
CUST_01133,Germany,58,1409
CUST_01134,Germany,59,507
CUST_01135,Spain,67,154
CUST_01136,Germany,40,566
CUST_01137,Italy,24,735
CUST_01138,Netherlands,56,1455
CUST_01139,Netherlands,20,560
CUST_01140,Netherlands,29,815
CUST_01141,Italy,24,283
CUST_01142,France,66,150
CUST_01143,Spain,43,1085
CUST_01144,Netherlands,50,690
CUST_01145,France,54,1090
CUST_01146,Italy,65,1395
CUST_01147,Italy,32,1066
CUST_01148,Spain,19,1236
CUST_01149,Italy,58,1318
CUST_01150,Italy,24,117
CUST_01151,Spain,49,75
CUST_01152,Italy,21,1445
CUST_01153,Spain,37,1172
CUST_01154,Spain,67,962
CUST_01155,Spain,53,774
CUST_01156,Italy,49,996
CUST_01157,Germany,45,792
CUST_01158,Italy,30,791
CUST_01159,Italy,18,823
CUST_01160,Germany,52,773
CUST_01161,Italy,65,1099
CUST_01162,Germany,47,587
CUST_01163,France,53,555
CUST_01164,Spain,42,626
CUST_01165,Germany,33,869
CUST_01166,Italy,36,32
CUST_01167,Italy,18,1081
CUST_01168,Netherlands,22,1434
CUST_01169,Germany,68,186
CUST_01170,France,39,884
CUST_01171,Spain,41,540
CUST_01172,Belgium,60,1386
CUST_01173,Spain,62,716
CUST_01174,France,69,1167
CUST_01175,Spain,54,1442
CUST_01176,Netherlands,53,1303
CUST_01177,Italy,53,600
CUST_01178,Germany,21,744
CUST_01179,Italy,53,1368
CUST_01180,Netherlands,69,268
CUST_01181,Belgium,35,1287
CUST_01182,France,67,332
CUST_01183,Spain,33,636
CUST_01184,Belgium,58,1020
CUST_01185,Germany,35,363
CUST_01186,Belgium,39,142
CUST_01187,Spain,19,391
CUST_01188,Germany,38,830
CUST_01189,France,53,126
CUST_01190,Spain,61,45
CUST_01191,Germany,56,585
CUST_01192,Netherlands,64,405
CUST_01193,France,56,771
CUST_01194,Spain,46,419
CUST_01195,Germany,43,649
CUST_01196,Italy,38,1270
CUST_01197,Belgium,34,1452
CUST_01198,Belgium,33,1313
CUST_01199,Spain,48,853
CUST_01200,Germany,68,349
CUST_01201,Italy,26,225
CUST_01202,Germany,48,447
CUST_01203,Germany,31,636
CUST_01204,France,66,597
CUST_01205,Netherlands,54,573
CUST_01206,Italy,19,260
CUST_01207,Spain,69,913
CUST_01208,France,65,550
CUST_01209,France,63,732
CUST_01210,Belgium,31,1253
CUST_01211,France,50,875
CUST_01212,Netherlands,52,702
CUST_01213,Germany,56,50
CUST_01214,Italy,64,1364
CUST_01215,Spain,68,617
CUST_01216,Germany,37,927
CUST_01217,Germany,19,1487
CUST_01218,Spain,68,400
CUST_01219,Spain,58,107
CUST_01220,France,36,1338
CUST_01221,Belgium,54,677
CUST_01222,Germany,35,169
CUST_01223,France,33,582
CUST_01224,Belgium,21,1027
CUST_01225,France,29,311
CUST_01226,Spain,46,1311
CUST_01227,France,24,1413
CUST_01228,France,31,469
CUST_01229,Belgium,29,299
CUST_01230,France,52,1187
CUST_01231,Italy,22,775
CUST_01232,Germany,34,133
CUST_01233,Germany,59,795
CUST_01234,Germany,49,124
CUST_01235,Spain,27,758
CUST_01236,France,60,509
CUST_01237,Italy,34,809
CUST_01238,Netherlands,22,1294
CUST_01239,Belgium,62,42
CUST_01240,Germany,59,1200
CUST_01241,Italy,26,630
CUST_01242,Italy,66,124
CUST_01243,Italy,50,322
CUST_01244,Italy,53,54
CUST_01245,Italy,53,1325
CUST_01246,Spain,35,1219
CUST_01247,Germany,26,968
CUST_01248,Germany,46,791
CUST_01249,Belgium,67,1140
CUST_01250,Spain,31,683
CUST_01251,Italy,42,1014
CUST_01252,Netherlands,32,667
CUST_01253,Germany,23,520
CUST_01254,Germany,59,1194
CUST_01255,Spain,46,1156
CUST_01256,France,32,1279
CUST_01257,Germany,46,604
CUST_01258,Netherlands,21,323
CUST_01259,Germany,35,925
CUST_01260,Netherlands,67,1359
CUST_01261,France,66,1307
CUST_01262,Italy,61,1233
CUST_01263,France,56,69
CUST_01264,Netherlands,33,805
CUST_01265,Germany,28,549
CUST_01266,Germany,31,575
CUST_01267,France,20,265
CUST_01268,Netherlands,68,492
CUST_01269,Spain,67,1281
CUST_01270,France,59,512
CUST_01271,Spain,55,459
CUST_01272,Italy,62,1075
CUST_01273,Italy,59,372
CUST_01274,Germany,35,1093
CUST_01275,Netherlands,37,1226
CUST_01276,Germany,65,1492
CUST_01277,Germany,42,1232
CUST_01278,Belgium,55,162
CUST_01279,Germany,30,380
CUST_01280,Netherlands,21,535
CUST_01281,Spain,31,113
CUST_01282,Spain,50,1022
CUST_01283,Netherlands,45,859
CUST_01284,Germany,69,890
CUST_01285,France,54,372
CUST_01286,Netherlands,25,1333
CUST_01287,Germany,61,895
CUST_01288,France,51,1316
CUST_01289,Germany,61,1219
CUST_01290,Germany,22,322
CUST_01291,France,22,1279
CUST_01292,Germany,48,1223
CUST_01293,Netherlands,62,627
CUST_01294,Spain,26,674
CUST_01295,Italy,59,477
CUST_01296,Germany,49,719
CUST_01297,Germany,50,1031
CUST_01298,Germany,20,884
CUST_01299,Spain,47,531
CUST_01300,Spain,67,793
CUST_01301,Germany,29,764
CUST_01302,Belgium,46,1432
CUST_01303,Germany,20,1254
CUST_01304,Netherlands,43,279
CUST_01305,Spain,47,1462
CUST_01306,Italy,26,630
CUST_01307,Spain,43,154
CUST_01308,Italy,19,142
CUST_01309,France,20,1010
CUST_01310,Italy,63,1190
CUST_01311,Germany,21,179
CUST_01312,Italy,42,904
CUST_01313,Netherlands,68,372
CUST_01314,Italy,30,609
CUST_01315,Netherlands,56,812
CUST_01316,Spain,61,350
CUST_01317,Netherlands,52,851
CUST_01318,Spain,40,561
CUST_01319,Germany,26,1342
CUST_01320,Germany,19,521
CUST_01321,Germany,58,641
CUST_01322,Germany,61,281
CUST_01323,Italy,48,1130
CUST_01324,Germany,61,1445
CUST_01325,Belgium,64,1465
CUST_01326,France,19,202
CUST_01327,Germany,49,904
CUST_01328,Italy,35,230
CUST_01329,Spain,30,246
CUST_01330,Netherlands,63,405
CUST_01331,Netherlands,22,40
CUST_01332,Spain,59,1065
CUST_01333,Germany,61,921
CUST_01334,Belgium,27,464
CUST_01335,Belgium,60,847
CUST_01336,Spain,42,1426
CUST_01337,Germany,51,1326
CUST_01338,Spain,54,960
CUST_01339,Germany,47,720
CUST_01340,Germany,24,1185
CUST_01341,France,23,884
CUST_01342,Netherlands,20,813
CUST_01343,Italy,30,348
CUST_01344,Spain,20,873
CUST_01345,Spain,43,650
CUST_01346,France,41,814
CUST_01347,France,23,1221
CUST_01348,France,60,426
CUST_01349,Belgium,66,1233
CUST_01350,Germany,59,1111
CUST_01351,Italy,29,489
CUST_01352,Netherlands,66,90
CUST_01353,France,53,398
CUST_01354,Spain,19,1174
CUST_01355,Netherlands,28,748
CUST_01356,Italy,56,575
CUST_01357,Belgium,51,1070
CUST_01358,France,43,525
CUST_01359,France,35,526
CUST_01360,Netherlands,38,534
CUST_01361,Belgium,53,998
CUST_01362,Germany,57,1368
CUST_01363,Spain,69,1122
CUST_01364,Spain,63,190
CUST_01365,Spain,61,747
CUST_01366,Germany,39,1198
CUST_01367,Spain,47,1022
CUST_01368,Belgium,67,1438
CUST_01369,Germany,60,298
CUST_01370,Germany,47,728
CUST_01371,Belgium,25,894
CUST_01372,Germany,51,379
CUST_01373,Italy,64,139
CUST_01374,Netherlands,26,436
CUST_01375,Germany,68,679
CUST_01376,Italy,37,80
CUST_01377,France,57,1456
CUST_01378,Netherlands,42,1140
CUST_01379,France,36,1121
CUST_01380,Netherlands,22,625
CUST_01381,Germany,28,1008
CUST_01382,France,32,1095
CUST_01383,Belgium,25,760
CUST_01384,France,36,86
CUST_01385,Spain,40,767
CUST_01386,France,44,225
CUST_01387,Italy,57,1115
CUST_01388,Germany,49,1316
CUST_01389,Belgium,43,141
CUST_01390,Netherlands,44,794
CUST_01391,Germany,36,740
CUST_01392,Germany,67,1231
CUST_01393,Germany,59,977
CUST_01394,Netherlands,46,55
CUST_01395,France,56,439
CUST_01396,Italy,58,787
CUST_01397,France,50,560
CUST_01398,Germany,36,1370
CUST_01399,Spain,54,1159
CUST_01400,Spain,36,778
CUST_01401,Germany,50,275
CUST_01402,Germany,64,1134
CUST_01403,Germany,33,691
CUST_01404,Spain,40,938
CUST_01405,Spain,24,425
CUST_01406,Netherlands,43,551
CUST_01407,Italy,49,955
CUST_01408,Italy,29,293
CUST_01409,Netherlands,25,819
CUST_01410,Italy,22,1327
CUST_01411,Germany,59,201
CUST_01412,Germany,45,294
CUST_01413,France,22,1079
CUST_01414,Germany,66,505
CUST_01415,Netherlands,43,385
CUST_01416,Belgium,22,1079
CUST_01417,Germany,39,63
CUST_01418,Germany,32,293
CUST_01419,Netherlands,30,1191
CUST_01420,Belgium,45,845
CUST_01421,France,50,904
CUST_01422,Netherlands,60,783
CUST_01423,Germany,40,595
CUST_01424,Germany,50,491
CUST_01425,Belgium,60,1221
CUST_01426,Belgium,35,684
CUST_01427,Germany,67,110
CUST_01428,Belgium,47,786
CUST_01429,Spain,43,899
CUST_01430,Italy,33,1460
CUST_01431,Netherlands,30,1099
CUST_01432,Netherlands,56,628
CUST_01433,Netherlands,50,836
CUST_01434,Spain,43,1106
CUST_01435,Germany,65,1013
CUST_01436,Germany,18,733
CUST_01437,France,66,505
CUST_01438,Spain,55,621
CUST_01439,Germany,19,45
CUST_01440,Spain,66,1413
CUST_01441,Belgium,23,516
CUST_01442,Germany,63,735
CUST_01443,Spain,67,1194
CUST_01444,France,55,649
CUST_01445,Italy,59,1048
CUST_01446,Germany,41,806
CUST_01447,Spain,35,476
CUST_01448,Italy,44,319
CUST_01449,Belgium,58,238
CUST_01450,Spain,25,442
CUST_01451,Netherlands,45,706
CUST_01452,Spain,27,1480
CUST_01453,Italy,34,1424
CUST_01454,Netherlands,46,693
CUST_01455,Germany,23,319
CUST_01456,Belgium,31,1485
CUST_01457,Spain,39,1321
CUST_01458,Spain,23,180
CUST_01459,Germany,43,1308
CUST_01460,Spain,56,1406
CUST_01461,France,29,1430
CUST_01462,Spain,52,884
CUST_01463,Germany,31,1411
CUST_01464,Spain,39,637
CUST_01465,Belgium,68,399
CUST_01466,Germany,40,1280
CUST_01467,Belgium,65,734
CUST_01468,France,24,1356
CUST_01469,Italy,57,855
CUST_01470,Italy,67,1034
CUST_01471,Netherlands,42,1442
CUST_01472,Spain,30,406
CUST_01473,Italy,38,1002
CUST_01474,France,58,147
CUST_01475,France,27,1058
CUST_01476,Spain,26,473
CUST_01477,Italy,32,1405
CUST_01478,Italy,69,784
CUST_01479,Italy,19,669
CUST_01480,France,42,153
CUST_01481,Italy,30,687
CUST_01482,Germany,51,1330
CUST_01483,Netherlands,68,851
CUST_01484,Germany,51,1447
CUST_01485,France,52,693
CUST_01486,France,55,389
CUST_01487,France,20,652
CUST_01488,Spain,59,1110
CUST_01489,France,23,1304
CUST_01490,France,65,948
CUST_01491,Germany,66,1203
CUST_01492,France,36,481
CUST_01493,Germany,20,1215
CUST_01494,Germany,35,149
CUST_01495,Spain,56,611
CUST_01496,Spain,26,1404
CUST_01497,Spain,69,128
CUST_01498,Netherlands,29,1220
CUST_01499,France,22,543
CUST_01500,Italy,20,693
CUST_01501,Netherlands,28,430
CUST_01502,Netherlands,47,394
CUST_01503,Germany,21,1379
CUST_01504,France,22,610
CUST_01505,France,18,650
CUST_01506,France,44,857
CUST_01507,Netherlands,45,276
CUST_01508,Netherlands,46,463
CUST_01509,Spain,35,1146
CUST_01510,Italy,29,1321
CUST_01511,Italy,30,644
CUST_01512,Spain,58,972
CUST_01513,Belgium,19,992
CUST_01514,Germany,54,653
CUST_01515,Germany,62,350
CUST_01516,Germany,33,885
CUST_01517,Spain,65,91
CUST_01518,Italy,41,329
CUST_01519,Germany,52,432
CUST_01520,Belgium,39,984
CUST_01521,Germany,53,1356
CUST_01522,Belgium,28,282
CUST_01523,France,63,507
CUST_01524,Germany,46,1422
CUST_01525,Netherlands,52,189
CUST_01526,France,65,990
CUST_01527,France,32,1219
CUST_01528,France,48,234
CUST_01529,Italy,59,1320
CUST_01530,Netherlands,58,1191
CUST_01531,France,60,1421
CUST_01532,Spain,33,1496
CUST_01533,Spain,27,887
CUST_01534,France,66,789
CUST_01535,France,49,750
CUST_01536,Germany,68,1070
CUST_01537,Germany,19,97
CUST_01538,Spain,41,162
CUST_01539,Germany,40,948
CUST_01540,Netherlands,19,459
CUST_01541,Spain,55,337
CUST_01542,Germany,48,679
CUST_01543,Netherlands,68,1227
CUST_01544,France,57,441
CUST_01545,Belgium,43,126
CUST_01546,Netherlands,46,1207
CUST_01547,Italy,20,1295
CUST_01548,Netherlands,31,1357
CUST_01549,Germany,42,1338
CUST_01550,Spain,65,1080
CUST_01551,Belgium,18,1455
CUST_01552,Spain,20,1413
CUST_01553,Italy,43,1113
CUST_01554,Italy,35,231
CUST_01555,Germany,26,791
CUST_01556,Germany,55,903
CUST_01557,Spain,40,610
CUST_01558,France,38,399
CUST_01559,Italy,18,562
CUST_01560,Belgium,38,1205
CUST_01561,France,44,1155
CUST_01562,Germany,59,928
CUST_01563,Italy,23,636
CUST_01564,France,61,1499
CUST_01565,Italy,53,902
CUST_01566,France,45,1282
CUST_01567,Spain,62,1178
CUST_01568,Germany,34,799
CUST_01569,Spain,57,863
CUST_01570,Netherlands,69,1028
CUST_01571,Netherlands,20,967
CUST_01572,Germany,29,265
CUST_01573,Spain,56,191
CUST_01574,Italy,29,583
CUST_01575,Germany,19,817
CUST_01576,Germany,63,1406
CUST_01577,Germany,39,1121
CUST_01578,Spain,40,1226
CUST_01579,Spain,47,588
CUST_01580,Netherlands,22,290
CUST_01581,Germany,26,246
CUST_01582,France,38,1177
CUST_01583,Netherlands,28,834
CUST_01584,Netherlands,22,1215
CUST_01585,Belgium,52,230
CUST_01586,Germany,44,431
CUST_01587,Spain,66,304
CUST_01588,France,19,235
CUST_01589,France,41,1093
CUST_01590,Spain,48,1326
CUST_01591,Spain,50,896
CUST_01592,Belgium,56,122
CUST_01593,Germany,47,1095
CUST_01594,Germany,63,408
CUST_01595,Spain,54,1160
CUST_01596,Netherlands,68,1381
CUST_01597,France,45,94
CUST_01598,Germany,48,394
CUST_01599,Germany,28,850
CUST_01600,Italy,40,1077
CUST_01601,Germany,19,569
CUST_01602,France,57,1115
CUST_01603,Germany,58,520
CUST_01604,France,44,1326
CUST_01605,Germany,52,258
CUST_01606,Netherlands,19,1073
CUST_01607,Germany,56,32
CUST_01608,Italy,54,1474
CUST_01609,Germany,38,940
CUST_01610,Netherlands,22,336
CUST_01611,Italy,69,461
CUST_01612,Spain,62,165
CUST_01613,Netherlands,38,544
CUST_01614,France,46,222
CUST_01615,France,37,1468
CUST_01616,Spain,55,902
CUST_01617,Belgium,37,1171
CUST_01618,Spain,67,695
CUST_01619,Netherlands,42,238
CUST_01620,Spain,19,981
CUST_01621,Netherlands,49,1087
CUST_01622,Germany,43,678
CUST_01623,Netherlands,23,1371
CUST_01624,Belgium,58,149
CUST_01625,Germany,20,656
CUST_01626,Spain,50,554
CUST_01627,Germany,18,798
CUST_01628,Netherlands,68,1142
CUST_01629,Germany,22,541
CUST_01630,Netherlands,30,76
CUST_01631,Italy,36,801
CUST_01632,France,29,769
CUST_01633,Spain,65,551
CUST_01634,Italy,42,1337
CUST_01635,Belgium,68,1430
CUST_01636,Germany,52,163
CUST_01637,France,29,277
CUST_01638,Germany,47,1371
CUST_01639,Belgium,22,465
CUST_01640,Belgium,51,1229
CUST_01641,Netherlands,39,715
CUST_01642,Italy,56,615
CUST_01643,Netherlands,30,380
CUST_01644,Spain,64,172
CUST_01645,Germany,20,996
CUST_01646,Italy,37,833
CUST_01647,Germany,48,1451
CUST_01648,Italy,22,747
CUST_01649,Italy,41,672
CUST_01650,Spain,57,1422
CUST_01651,Germany,50,530
CUST_01652,France,25,399
CUST_01653,France,41,1435
CUST_01654,France,67,1139
CUST_01655,Germany,37,816
CUST_01656,Belgium,33,768
CUST_01657,Netherlands,67,979
CUST_01658,France,69,1378
CUST_01659,France,29,551
CUST_01660,France,30,518
CUST_01661,Spain,62,426
CUST_01662,Netherlands,59,925
CUST_01663,Belgium,56,384
CUST_01664,Netherlands,42,976
CUST_01665,Belgium,63,317
CUST_01666,Italy,49,1027
CUST_01667,Germany,41,565
CUST_01668,Belgium,65,1344
CUST_01669,Germany,64,880
CUST_01670,Italy,61,867
CUST_01671,France,26,197
CUST_01672,Italy,57,979
CUST_01673,Italy,67,650
CUST_01674,Italy,40,457
CUST_01675,Italy,67,519
CUST_01676,France,30,384
CUST_01677,Germany,49,225
CUST_01678,France,67,574
CUST_01679,Germany,32,746
CUST_01680,Spain,53,853
CUST_01681,France,66,961
CUST_01682,Belgium,22,1032
CUST_01683,Spain,39,688
CUST_01684,Italy,33,968
CUST_01685,Germany,58,809
CUST_01686,Italy,27,40
CUST_01687,Belgium,41,1309
CUST_01688,Netherlands,35,425
CUST_01689,Spain,66,760
CUST_01690,Italy,35,438
CUST_01691,Germany,24,391
CUST_01692,Netherlands,21,1312
CUST_01693,France,43,1056
CUST_01694,Germany,22,113
CUST_01695,France,33,185
CUST_01696,Germany,52,1229
CUST_01697,Germany,43,736
CUST_01698,Germany,35,501
CUST_01699,Belgium,46,648
CUST_01700,Netherlands,40,1477
CUST_01701,Belgium,31,163
CUST_01702,France,32,817
CUST_01703,France,66,936
CUST_01704,Netherlands,50,893
CUST_01705,France,42,1433
CUST_01706,Germany,38,696
CUST_01707,Spain,34,306
CUST_01708,Germany,40,1289
CUST_01709,Spain,60,911
CUST_01710,Spain,34,42
CUST_01711,Germany,31,371
CUST_01712,Germany,46,64
CUST_01713,Italy,37,588
CUST_01714,Netherlands,47,1267
CUST_01715,Germany,36,1465
CUST_01716,Belgium,56,434
CUST_01717,Germany,30,687
CUST_01718,Spain,35,188
CUST_01719,Belgium,40,985
CUST_01720,Germany,63,1163
CUST_01721,Germany,50,578
CUST_01722,Germany,56,1014
CUST_01723,France,57,1400
CUST_01724,Germany,35,308
CUST_01725,Spain,26,508
CUST_01726,Germany,50,140
CUST_01727,Netherlands,49,460
CUST_01728,Belgium,34,571
CUST_01729,Italy,36,1168
CUST_01730,Spain,44,1143
CUST_01731,France,23,1265
CUST_01732,Spain,52,389
CUST_01733,Netherlands,54,401
CUST_01734,France,51,1268
CUST_01735,Germany,37,1068
CUST_01736,Italy,42,984
CUST_01737,France,21,288
CUST_01738,Germany,27,807
CUST_01739,France,27,149
CUST_01740,France,41,1005
CUST_01741,Italy,38,942
CUST_01742,Spain,28,1181
CUST_01743,Italy,44,752
CUST_01744,Germany,33,552
CUST_01745,France,43,354
CUST_01746,Netherlands,47,1373
CUST_01747,Germany,66,1103
CUST_01748,France,33,98
CUST_01749,Italy,24,420
CUST_01750,Germany,33,412
CUST_01751,Netherlands,52,45
CUST_01752,Germany,33,1492
CUST_01753,Germany,57,875
CUST_01754,Germany,29,898
CUST_01755,Belgium,52,597
CUST_01756,Italy,66,161
CUST_01757,Belgium,38,1301
CUST_01758,Netherlands,67,302
CUST_01759,Germany,60,1402
CUST_01760,Netherlands,53,513
CUST_01761,Netherlands,65,579
CUST_01762,Italy,34,386
CUST_01763,Germany,49,1371
CUST_01764,Netherlands,58,1101
CUST_01765,Germany,23,1063
CUST_01766,France,41,262
CUST_01767,Spain,44,65
CUST_01768,Netherlands,37,442
CUST_01769,France,42,1057
CUST_01770,France,19,73
CUST_01771,Netherlands,26,597
CUST_01772,Italy,45,1308
CUST_01773,Italy,55,769
CUST_01774,Belgium,20,143
CUST_01775,Italy,37,426
CUST_01776,France,23,1227
CUST_01777,Spain,56,1308
CUST_01778,France,50,495
CUST_01779,France,18,1330
CUST_01780,Italy,54,876
CUST_01781,Germany,23,531
CUST_01782,Belgium,62,470
CUST_01783,Netherlands,51,98
CUST_01784,Spain,64,355
CUST_01785,Spain,32,96
CUST_01786,Italy,62,333
CUST_01787,Spain,43,1001
CUST_01788,Spain,31,513
CUST_01789,Germany,24,958
CUST_01790,Netherlands,63,1470
CUST_01791,Germany,48,1212
CUST_01792,Spain,41,178
CUST_01793,Netherlands,48,1080
CUST_01794,Spain,46,1016
CUST_01795,Germany,59,613
CUST_01796,Germany,49,277
CUST_01797,Spain,34,1154
CUST_01798,Germany,31,731
CUST_01799,Germany,57,125
CUST_01800,Germany,53,1437
CUST_01801,Belgium,65,311
CUST_01802,Spain,41,351
CUST_01803,France,62,1449
CUST_01804,France,44,1331
CUST_01805,France,42,558
CUST_01806,Italy,49,292
CUST_01807,Spain,69,609
CUST_01808,Germany,35,1346
CUST_01809,Germany,63,323
CUST_01810,Germany,35,424
CUST_01811,Spain,54,542
CUST_01812,Italy,43,950
CUST_01813,France,26,839
CUST_01814,Germany,52,1233
CUST_01815,Germany,25,949
CUST_01816,Belgium,37,722
CUST_01817,France,59,264
CUST_01818,Italy,39,981
CUST_01819,Spain,36,1390
CUST_01820,France,47,1061
