transaction_id,customer_id,merchant_id,transaction_timestamp,amount,transaction_type,payment_method,device_type,status,failure_reason,country,customer_age,account_age_days,merchant_name,merchant_category,merchant_country,is_international,high_value_flag,multiple_failures_flag,risk_flag
TXN_047091,CUST_00283,MER_027,2025-03-06 12:39:16,9.65,Refund,Credit Card,Mobile,Successful,,France,43,1207,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_078840,CUST_00283,MER_045,2025-04-02 23:25:22,7.67,Purchase,Debit Card,Mobile,Successful,,France,43,1207,Merchant_045,Food & Dining,Netherlands,True,False,False,False
TXN_081801,CUST_00283,MER_003,2025-04-25 00:02:56,17.33,Purchase,Credit Card,Desktop,Successful,,France,43,1207,Merchant_003,E-commerce,Spain,True,False,False,False
TXN_020825,CUST_00283,MER_005,2025-05-21 00:25:51,28.5,Purchase,Digital Wallet,Desktop,Successful,,France,43,1207,Merchant_005,Travel,Italy,True,False,False,False
TXN_084269,CUST_00283,MER_021,2025-06-28 18:51:33,25.01,Purchase,Debit Card,Mobile,Successful,,France,43,1207,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_058579,CUST_00283,MER_012,2025-07-03 04:42:30,31.4,Purchase,Digital Wallet,Tablet,Successful,,France,43,1207,Merchant_012,Travel,Germany,True,False,False,False
TXN_081812,CUST_00283,MER_045,2025-07-27 14:51:43,49.74,Purchase,Digital Wallet,Desktop,Successful,,France,43,1207,Merchant_045,Food & Dining,Netherlands,True,False,False,False
TXN_039134,CUST_00283,MER_027,2025-09-23 07:23:15,13.59,Purchase,Bank Transfer,Mobile,Successful,,France,43,1207,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_034278,CUST_00283,MER_025,2025-10-16 07:13:08,64.84,Purchase,Debit Card,Mobile,Successful,,France,43,1207,Merchant_025,Fashion,Netherlands,True,False,False,False
TXN_074705,CUST_00283,MER_016,2025-11-13 14:38:08,257.42,Subscription,Credit Card,Mobile,Successful,,France,43,1207,Merchant_016,E-commerce,Netherlands,True,False,False,False
TXN_017016,CUST_00283,MER_009,2025-11-17 09:40:50,20.73,Subscription,Bank Transfer,Mobile,Successful,,France,43,1207,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_073628,CUST_00283,MER_006,2025-11-25 10:49:05,12.8,Refund,Debit Card,Desktop,Successful,,France,43,1207,Merchant_006,Electronics,Spain,True,False,False,False
TXN_076172,CUST_00283,MER_005,2025-12-04 02:47:26,11.17,Refund,Credit Card,Mobile,Successful,,France,43,1207,Merchant_005,Travel,Italy,True,False,False,False
TXN_051551,CUST_00283,MER_016,2025-12-07 16:58:44,13.44,Purchase,Debit Card,Tablet,Successful,,France,43,1207,Merchant_016,E-commerce,Netherlands,True,False,False,False
TXN_063463,CUST_00283,MER_023,2025-12-20 11:57:10,92.42,Subscription,Digital Wallet,Desktop,Successful,,France,43,1207,Merchant_023,Groceries,Germany,True,False,False,False
TXN_039235,CUST_00283,MER_004,2025-12-20 21:30:53,43.91,Purchase,Credit Card,Mobile,Successful,,France,43,1207,Merchant_004,E-commerce,Belgium,True,False,False,False
TXN_000628,CUST_00283,MER_010,2025-12-23 13:27:54,426.93,Purchase,Digital Wallet,Desktop,Successful,,France,43,1207,Merchant_010,Food & Dining,Italy,True,False,False,False
TXN_087659,CUST_00283,MER_030,2025-12-28 17:41:37,72.49,Purchase,Credit Card,Mobile,Successful,,France,43,1207,Merchant_030,Entertainment,Netherlands,True,False,False,False
TXN_027972,CUST_00283,MER_050,2025-12-31 08:37:08,12.56,Refund,Debit Card,Mobile,Successful,,France,43,1207,Merchant_050,Electronics,Germany,True,False,False,False
TXN_075265,CUST_00284,MER_049,2025-01-03 18:37:13,90.45,Purchase,Debit Card,Mobile,Successful,,Germany,54,845,Merchant_049,Fashion,France,True,False,False,False
TXN_067198,CUST_00284,MER_011,2025-01-16 20:08:48,109.1,Purchase,Bank Transfer,Tablet,Successful,,Germany,54,845,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_079466,CUST_00284,MER_038,2025-01-31 23:52:52,52.21,Purchase,Credit Card,Mobile,Successful,,Germany,54,845,Merchant_038,Food & Dining,Netherlands,True,False,False,False
TXN_017711,CUST_00284,MER_023,2025-02-05 21:41:56,30.33,Purchase,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_023,Groceries,Germany,False,False,False,False
TXN_035776,CUST_00284,MER_009,2025-02-11 04:50:20,124.87,Purchase,Digital Wallet,Mobile,Successful,,Germany,54,845,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_030218,CUST_00284,MER_042,2025-02-14 10:44:24,59.55,Purchase,Debit Card,Mobile,Successful,,Germany,54,845,Merchant_042,Travel,Italy,True,False,False,False
TXN_087567,CUST_00284,MER_048,2025-04-06 07:38:12,28.34,Purchase,Digital Wallet,Mobile,Successful,,Germany,54,845,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_077023,CUST_00284,MER_019,2025-04-21 12:00:54,49.2,Purchase,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_019,Fashion,Germany,False,False,False,False
TXN_030288,CUST_00284,MER_026,2025-04-29 03:58:36,74.69,Purchase,Digital Wallet,Mobile,Successful,,Germany,54,845,Merchant_026,E-commerce,France,True,False,False,False
TXN_094436,CUST_00284,MER_044,2025-05-14 20:54:33,48.96,Purchase,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_044,Groceries,Germany,False,False,False,False
TXN_061843,CUST_00284,MER_021,2025-05-19 10:43:16,22.0,Purchase,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_041861,CUST_00284,MER_043,2025-05-28 09:21:22,136.39,Subscription,Digital Wallet,Desktop,Successful,,Germany,54,845,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_037687,CUST_00284,MER_045,2025-06-02 18:54:59,14.04,Purchase,Debit Card,Mobile,Successful,,Germany,54,845,Merchant_045,Food & Dining,Netherlands,True,False,False,False
TXN_008346,CUST_00284,MER_009,2025-06-03 17:24:42,50.59,Purchase,Credit Card,Tablet,Successful,,Germany,54,845,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_026523,CUST_00284,MER_037,2025-07-07 07:20:07,131.32,Subscription,Credit Card,Desktop,Successful,,Germany,54,845,Merchant_037,Groceries,Italy,True,False,False,False
TXN_095886,CUST_00284,MER_043,2025-07-25 17:45:45,64.56,Purchase,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_025055,CUST_00284,MER_042,2025-07-25 21:41:54,47.61,Purchase,Digital Wallet,Desktop,Successful,,Germany,54,845,Merchant_042,Travel,Italy,True,False,False,False
TXN_037060,CUST_00284,MER_035,2025-08-10 03:51:30,160.36,Purchase,Credit Card,Mobile,Successful,,Germany,54,845,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_045721,CUST_00284,MER_047,2025-10-23 03:43:34,18.3,Refund,Debit Card,Desktop,Successful,,Germany,54,845,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_061320,CUST_00284,MER_005,2025-10-31 03:47:51,74.95,Purchase,Credit Card,Desktop,Failed,Transaction Declined,Germany,54,845,Merchant_005,Travel,Italy,True,False,False,False
TXN_096369,CUST_00284,MER_024,2025-11-23 01:30:53,15.87,Purchase,Credit Card,Tablet,Successful,,Germany,54,845,Merchant_024,Fashion,Netherlands,True,False,False,False
TXN_072516,CUST_00284,MER_039,2025-12-12 15:41:50,6.58,Purchase,Digital Wallet,Desktop,Successful,,Germany,54,845,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_047231,CUST_00285,MER_004,2025-01-16 15:48:03,205.58,Purchase,Debit Card,Desktop,Failed,Authentication Failed,Netherlands,65,1477,Merchant_004,E-commerce,Belgium,True,False,False,False
TXN_092237,CUST_00285,MER_026,2025-01-29 12:25:50,67.98,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_026,E-commerce,France,True,False,False,False
TXN_021689,CUST_00285,MER_024,2025-01-30 06:19:10,142.84,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_024,Fashion,Netherlands,False,False,False,False
TXN_062478,CUST_00285,MER_025,2025-02-07 23:53:19,38.01,Subscription,Debit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_025,Fashion,Netherlands,False,False,False,False
TXN_020510,CUST_00285,MER_046,2025-03-10 07:08:54,104.73,Subscription,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_068228,CUST_00285,MER_050,2025-03-19 01:40:29,23.53,Purchase,Digital Wallet,Mobile,Successful,,Netherlands,65,1477,Merchant_050,Electronics,Germany,True,False,False,False
TXN_082544,CUST_00285,MER_019,2025-03-29 18:25:47,21.56,Purchase,Debit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_019,Fashion,Germany,True,False,False,False
TXN_088497,CUST_00285,MER_027,2025-04-09 02:03:09,70.8,Purchase,Bank Transfer,Mobile,Successful,,Netherlands,65,1477,Merchant_027,Digital Services,Netherlands,False,False,False,False
TXN_052677,CUST_00285,MER_022,2025-04-11 03:53:28,57.11,Purchase,Credit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_022,Food & Dining,Italy,True,False,False,False
TXN_057551,CUST_00285,MER_048,2025-05-02 05:30:38,59.83,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_028944,CUST_00285,MER_026,2025-06-08 21:59:20,14.06,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_026,E-commerce,France,True,False,False,False
TXN_033671,CUST_00285,MER_023,2025-06-15 03:38:34,13.87,Purchase,Debit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_023,Groceries,Germany,True,False,False,False
TXN_013990,CUST_00285,MER_019,2025-06-27 14:45:46,86.92,Purchase,Debit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_019,Fashion,Germany,True,False,False,False
TXN_014864,CUST_00285,MER_047,2025-07-06 07:21:13,50.7,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_009172,CUST_00285,MER_009,2025-07-30 15:34:39,77.9,Subscription,Digital Wallet,Desktop,Successful,,Netherlands,65,1477,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_018856,CUST_00285,MER_040,2025-09-04 03:10:20,47.87,Subscription,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_040,Food & Dining,Spain,True,False,False,False
TXN_092864,CUST_00285,MER_044,2025-09-06 06:28:05,23.1,Purchase,Credit Card,Tablet,Successful,,Netherlands,65,1477,Merchant_044,Groceries,Germany,True,False,False,False
TXN_023355,CUST_00285,MER_028,2025-09-18 04:17:13,75.33,Purchase,Debit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_028,Travel,Italy,True,False,False,False
TXN_062215,CUST_00285,MER_019,2025-09-23 00:44:50,73.91,Purchase,Debit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_019,Fashion,Germany,True,False,False,False
TXN_069842,CUST_00285,MER_046,2025-10-04 16:48:51,30.98,Purchase,Credit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_022349,CUST_00285,MER_023,2025-10-06 11:50:37,114.3,Purchase,Bank Transfer,Mobile,Successful,,Netherlands,65,1477,Merchant_023,Groceries,Germany,True,False,False,False
TXN_090870,CUST_00285,MER_016,2025-10-17 23:56:56,41.53,Purchase,Bank Transfer,Mobile,Successful,,Netherlands,65,1477,Merchant_016,E-commerce,Netherlands,False,False,False,False
TXN_084446,CUST_00285,MER_002,2025-11-08 16:17:20,92.08,Purchase,Credit Card,Mobile,Successful,,Netherlands,65,1477,Merchant_002,Electronics,France,True,False,False,False
TXN_056774,CUST_00285,MER_005,2025-12-04 20:00:04,64.47,Purchase,Debit Card,Desktop,Successful,,Netherlands,65,1477,Merchant_005,Travel,Italy,True,False,False,False
TXN_095281,CUST_00285,MER_047,2025-12-24 14:06:16,27.74,Purchase,Digital Wallet,Desktop,Successful,,Netherlands,65,1477,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_082734,CUST_00286,MER_016,2025-01-15 10:42:39,9.16,Purchase,Debit Card,Tablet,Successful,,Germany,50,302,Merchant_016,E-commerce,Netherlands,True,False,False,False
TXN_049984,CUST_00286,MER_002,2025-01-24 14:40:59,373.84,Refund,Bank Transfer,Mobile,Successful,,Germany,50,302,Merchant_002,Electronics,France,True,False,False,False
TXN_075024,CUST_00286,MER_001,2025-01-27 22:22:43,38.29,Purchase,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_001,Fashion,Netherlands,True,False,False,False
TXN_094472,CUST_00286,MER_039,2025-03-16 12:56:45,31.51,Purchase,Credit Card,Desktop,Successful,,Germany,50,302,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_077195,CUST_00286,MER_037,2025-03-19 18:18:17,38.38,Purchase,Debit Card,Mobile,Successful,,Germany,50,302,Merchant_037,Groceries,Italy,True,False,False,False
TXN_035541,CUST_00286,MER_041,2025-04-30 05:37:14,11.87,Purchase,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_041,Food & Dining,France,True,False,False,False
TXN_070682,CUST_00286,MER_021,2025-05-06 05:07:02,148.67,Purchase,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_001113,CUST_00286,MER_001,2025-05-10 10:00:46,69.55,Purchase,Credit Card,Mobile,Failed,Transaction Declined,Germany,50,302,Merchant_001,Fashion,Netherlands,True,False,False,False
TXN_019935,CUST_00286,MER_029,2025-05-17 00:42:29,27.61,Purchase,Debit Card,Desktop,Successful,,Germany,50,302,Merchant_029,Fashion,Spain,True,False,False,False
TXN_064862,CUST_00286,MER_042,2025-05-17 03:54:41,16.3,Purchase,Debit Card,Mobile,Successful,,Germany,50,302,Merchant_042,Travel,Italy,True,False,False,False
TXN_033129,CUST_00286,MER_043,2025-06-07 14:20:15,25.57,Subscription,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_073805,CUST_00286,MER_036,2025-06-10 19:40:31,11.52,Purchase,Bank Transfer,Mobile,Successful,,Germany,50,302,Merchant_036,Electronics,Belgium,True,False,False,False
TXN_053864,CUST_00286,MER_028,2025-06-20 04:56:54,27.49,Purchase,Bank Transfer,Desktop,Successful,,Germany,50,302,Merchant_028,Travel,Italy,True,False,False,False
TXN_039024,CUST_00286,MER_035,2025-06-28 14:47:03,9.8,Purchase,Debit Card,Mobile,Successful,,Germany,50,302,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_051500,CUST_00286,MER_014,2025-08-04 01:00:49,69.85,Subscription,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_014,Groceries,Spain,True,False,False,False
TXN_038016,CUST_00286,MER_026,2025-08-26 01:49:36,43.81,Purchase,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_026,E-commerce,France,True,False,False,False
TXN_043153,CUST_00286,MER_019,2025-08-29 04:50:43,61.26,Refund,Credit Card,Mobile,Successful,,Germany,50,302,Merchant_019,Fashion,Germany,False,False,False,False
TXN_092572,CUST_00286,MER_037,2025-09-06 21:10:24,316.36,Subscription,Credit Card,Mobile,Failed,Technical Error,Germany,50,302,Merchant_037,Groceries,Italy,True,False,False,False
TXN_085388,CUST_00286,MER_043,2025-11-18 15:12:51,48.02,Purchase,Digital Wallet,Desktop,Successful,,Germany,50,302,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_073979,CUST_00286,MER_049,2025-12-08 17:36:09,164.27,Purchase,Digital Wallet,Mobile,Successful,,Germany,50,302,Merchant_049,Fashion,France,True,False,False,False
TXN_035008,CUST_00287,MER_014,2025-01-01 11:36:55,72.12,Purchase,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_014,Groceries,Spain,True,False,False,False
TXN_077351,CUST_00287,MER_035,2025-03-07 22:42:33,37.42,Purchase,Digital Wallet,Mobile,Successful,,Netherlands,45,549,Merchant_035,E-commerce,Netherlands,False,False,False,False
TXN_053281,CUST_00287,MER_034,2025-03-25 13:49:15,94.12,Purchase,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_034,Groceries,Belgium,True,False,False,False
TXN_091705,CUST_00287,MER_019,2025-04-07 17:22:06,69.41,Purchase,Digital Wallet,Desktop,Successful,,Netherlands,45,549,Merchant_019,Fashion,Germany,True,False,False,False
TXN_011893,CUST_00287,MER_024,2025-05-07 08:17:15,39.11,Purchase,Digital Wallet,Desktop,Successful,,Netherlands,45,549,Merchant_024,Fashion,Netherlands,False,False,False,False
TXN_012168,CUST_00287,MER_001,2025-07-15 17:34:19,116.12,Purchase,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_001,Fashion,Netherlands,False,False,False,False
TXN_086976,CUST_00287,MER_020,2025-07-31 04:26:16,50.7,Purchase,Debit Card,Desktop,Successful,,Netherlands,45,549,Merchant_020,Fashion,Belgium,True,False,False,False
TXN_096937,CUST_00287,MER_033,2025-08-04 17:03:39,57.54,Subscription,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_033,Travel,Netherlands,False,False,False,False
TXN_002415,CUST_00287,MER_032,2025-08-05 22:31:42,9.03,Purchase,Debit Card,Mobile,Successful,,Netherlands,45,549,Merchant_032,Food & Dining,Italy,True,False,False,False
TXN_046624,CUST_00287,MER_047,2025-08-26 22:25:29,195.44,Subscription,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_088157,CUST_00287,MER_047,2025-09-01 07:43:28,141.43,Purchase,Bank Transfer,Desktop,Successful,,Netherlands,45,549,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_043662,CUST_00287,MER_035,2025-09-27 16:12:10,38.7,Purchase,Credit Card,Mobile,Successful,,Netherlands,45,549,Merchant_035,E-commerce,Netherlands,False,False,False,False
TXN_089870,CUST_00287,MER_014,2025-10-08 17:25:43,37.16,Purchase,Credit Card,Desktop,Successful,,Netherlands,45,549,Merchant_014,Groceries,Spain,True,False,False,False
TXN_095588,CUST_00287,MER_042,2025-12-30 15:21:22,48.78,Subscription,Digital Wallet,Desktop,Successful,,Netherlands,45,549,Merchant_042,Travel,Italy,True,False,False,False
TXN_033535,CUST_00288,MER_007,2025-01-03 07:52:23,87.08,Purchase,Credit Card,Desktop,Successful,,Netherlands,26,1181,Merchant_007,Groceries,Netherlands,False,False,False,False
TXN_087738,CUST_00288,MER_019,2025-01-05 00:33:23,18.64,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_019,Fashion,Germany,True,False,False,False
TXN_038208,CUST_00288,MER_014,2025-01-17 03:15:02,44.15,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_014,Groceries,Spain,True,False,False,False
TXN_052111,CUST_00288,MER_004,2025-03-28 12:49:52,53.98,Purchase,Debit Card,Mobile,Failed,Insufficient Funds,Netherlands,26,1181,Merchant_004,E-commerce,Belgium,True,False,False,False
TXN_038343,CUST_00288,MER_006,2025-04-08 09:21:30,30.8,Purchase,Credit Card,Tablet,Failed,Insufficient Funds,Netherlands,26,1181,Merchant_006,Electronics,Spain,True,False,False,False
TXN_033521,CUST_00288,MER_048,2025-04-26 11:17:23,13.08,Purchase,Digital Wallet,Desktop,Successful,,Netherlands,26,1181,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_046958,CUST_00288,MER_040,2025-06-09 05:02:18,63.81,Purchase,Bank Transfer,Mobile,Successful,,Netherlands,26,1181,Merchant_040,Food & Dining,Spain,True,False,False,False
TXN_008474,CUST_00288,MER_023,2025-06-26 16:42:12,16.67,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_023,Groceries,Germany,True,False,False,False
TXN_013204,CUST_00288,MER_005,2025-08-10 00:28:21,21.74,Purchase,Credit Card,Desktop,Successful,,Netherlands,26,1181,Merchant_005,Travel,Italy,True,False,False,False
TXN_039491,CUST_00288,MER_046,2025-08-31 14:14:02,18.22,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_058128,CUST_00288,MER_019,2025-10-22 10:22:41,15.63,Purchase,Debit Card,Desktop,Successful,,Netherlands,26,1181,Merchant_019,Fashion,Germany,True,False,False,False
TXN_001122,CUST_00288,MER_006,2025-10-22 19:35:52,111.95,Purchase,Credit Card,Tablet,Successful,,Netherlands,26,1181,Merchant_006,Electronics,Spain,True,False,False,False
TXN_084993,CUST_00288,MER_013,2025-11-13 20:59:08,69.25,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_013,Electronics,Italy,True,False,False,False
TXN_025754,CUST_00288,MER_046,2025-11-21 21:19:12,443.15,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_008313,CUST_00288,MER_007,2025-12-16 08:52:10,163.52,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_007,Groceries,Netherlands,False,False,False,False
TXN_074719,CUST_00288,MER_008,2025-12-21 11:34:52,268.3,Purchase,Bank Transfer,Tablet,Successful,,Netherlands,26,1181,Merchant_008,Fashion,Italy,True,False,False,False
TXN_080539,CUST_00288,MER_034,2025-12-27 00:52:48,32.14,Purchase,Credit Card,Mobile,Successful,,Netherlands,26,1181,Merchant_034,Groceries,Belgium,True,False,False,False
TXN_078327,CUST_00289,MER_011,2025-02-02 06:20:27,22.3,Refund,Credit Card,Desktop,Successful,,France,29,1426,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_075495,CUST_00289,MER_028,2025-03-15 02:37:25,10.19,Purchase,Bank Transfer,Mobile,Successful,,France,29,1426,Merchant_028,Travel,Italy,True,False,False,False
TXN_088658,CUST_00289,MER_035,2025-04-24 01:16:18,16.24,Subscription,Digital Wallet,Mobile,Successful,,France,29,1426,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_076747,CUST_00289,MER_018,2025-04-25 16:48:04,32.7,Purchase,Bank Transfer,Mobile,Successful,,France,29,1426,Merchant_018,Fashion,France,False,False,False,False
TXN_054583,CUST_00289,MER_023,2025-05-21 08:15:19,27.79,Purchase,Digital Wallet,Desktop,Successful,,France,29,1426,Merchant_023,Groceries,Germany,True,False,False,False
TXN_087183,CUST_00289,MER_035,2025-05-29 07:28:55,210.62,Purchase,Digital Wallet,Mobile,Successful,,France,29,1426,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_047906,CUST_00289,MER_031,2025-06-02 10:12:35,38.0,Purchase,Credit Card,Mobile,Failed,Insufficient Funds,France,29,1426,Merchant_031,Travel,Germany,True,False,False,False
TXN_099859,CUST_00289,MER_008,2025-06-08 03:18:46,64.15,Purchase,Bank Transfer,Mobile,Successful,,France,29,1426,Merchant_008,Fashion,Italy,True,False,False,False
TXN_072075,CUST_00289,MER_034,2025-06-12 21:34:07,41.74,Purchase,Credit Card,Desktop,Successful,,France,29,1426,Merchant_034,Groceries,Belgium,True,False,False,False
TXN_050141,CUST_00289,MER_027,2025-07-02 04:27:59,35.64,Purchase,Debit Card,Desktop,Successful,,France,29,1426,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_048350,CUST_00289,MER_002,2025-07-14 11:35:21,141.03,Purchase,Debit Card,Mobile,Successful,,France,29,1426,Merchant_002,Electronics,France,False,False,False,False
TXN_074398,CUST_00289,MER_048,2025-07-18 09:36:34,28.25,Refund,Credit Card,Mobile,Successful,,France,29,1426,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_058684,CUST_00289,MER_017,2025-08-08 21:01:20,29.42,Purchase,Bank Transfer,Desktop,Successful,,France,29,1426,Merchant_017,Entertainment,France,False,False,False,False
TXN_037232,CUST_00289,MER_015,2025-08-15 20:01:45,71.36,Subscription,Bank Transfer,Mobile,Successful,,France,29,1426,Merchant_015,Travel,Spain,True,False,False,False
TXN_009480,CUST_00289,MER_043,2025-08-15 22:07:36,50.97,Purchase,Credit Card,Desktop,Successful,,France,29,1426,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_038762,CUST_00289,MER_020,2025-09-09 14:34:21,14.3,Purchase,Debit Card,Desktop,Successful,,France,29,1426,Merchant_020,Fashion,Belgium,True,False,False,False
TXN_098880,CUST_00289,MER_046,2025-09-23 13:45:34,40.75,Purchase,Digital Wallet,Mobile,Successful,,France,29,1426,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_066332,CUST_00289,MER_001,2025-09-24 01:26:58,61.71,Purchase,Digital Wallet,Mobile,Successful,,France,29,1426,Merchant_001,Fashion,Netherlands,True,False,False,False
TXN_049460,CUST_00289,MER_025,2025-10-19 01:05:23,6.72,Purchase,Digital Wallet,Mobile,Successful,,France,29,1426,Merchant_025,Fashion,Netherlands,True,False,False,False
TXN_078665,CUST_00289,MER_013,2025-10-19 03:11:15,186.61,Purchase,Debit Card,Mobile,Successful,,France,29,1426,Merchant_013,Electronics,Italy,True,False,False,False
TXN_065342,CUST_00289,MER_046,2025-10-26 13:40:45,68.92,Purchase,Credit Card,Desktop,Successful,,France,29,1426,Merchant_046,Groceries,Belgium,True,False,False,False
TXN_020970,CUST_00289,MER_039,2025-11-10 02:46:29,26.76,Purchase,Bank Transfer,Tablet,Successful,,France,29,1426,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_058138,CUST_00289,MER_050,2025-11-27 00:09:58,18.38,Purchase,Debit Card,Mobile,Successful,,France,29,1426,Merchant_050,Electronics,Germany,True,False,False,False
TXN_002634,CUST_00290,MER_047,2025-01-02 10:37:34,26.48,Subscription,Credit Card,Desktop,Successful,,Netherlands,22,597,Merchant_047,Fashion,Belgium,True,False,True,True
TXN_042585,CUST_00290,MER_018,2025-01-23 18:30:03,93.28,Purchase,Bank Transfer,Desktop,Successful,,Netherlands,22,597,Merchant_018,Fashion,France,True,False,True,True
TXN_075011,CUST_00290,MER_030,2025-02-08 20:45:45,118.54,Purchase,Digital Wallet,Desktop,Successful,,Netherlands,22,597,Merchant_030,Entertainment,Netherlands,False,False,True,False
TXN_031140,CUST_00290,MER_032,2025-05-16 13:33:14,240.1,Purchase,Debit Card,Mobile,Successful,,Netherlands,22,597,Merchant_032,Food & Dining,Italy,True,False,True,True
TXN_078396,CUST_00290,MER_039,2025-06-02 03:21:10,77.85,Purchase,Debit Card,Tablet,Successful,,Netherlands,22,597,Merchant_039,Entertainment,Belgium,True,False,True,True
TXN_067728,CUST_00290,MER_023,2025-06-17 09:43:10,31.84,Purchase,Credit Card,Tablet,Successful,,Netherlands,22,597,Merchant_023,Groceries,Germany,True,False,True,True
TXN_073768,CUST_00290,MER_001,2025-07-08 01:15:50,151.36,Purchase,Credit Card,Desktop,Failed,Authentication Failed,Netherlands,22,597,Merchant_001,Fashion,Netherlands,False,False,True,False
TXN_008992,CUST_00290,MER_013,2025-07-14 17:40:29,23.22,Purchase,Debit Card,Desktop,Successful,,Netherlands,22,597,Merchant_013,Electronics,Italy,True,False,True,True
TXN_051601,CUST_00290,MER_019,2025-07-17 07:56:10,50.57,Subscription,Debit Card,Desktop,Successful,,Netherlands,22,597,Merchant_019,Fashion,Germany,True,False,True,True
TXN_027873,CUST_00290,MER_028,2025-08-12 01:28:23,145.39,Subscription,Credit Card,Mobile,Successful,,Netherlands,22,597,Merchant_028,Travel,Italy,True,False,True,True
TXN_047096,CUST_00290,MER_013,2025-08-27 10:54:02,89.25,Purchase,Credit Card,Desktop,Successful,,Netherlands,22,597,Merchant_013,Electronics,Italy,True,False,True,True
